City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Goderich,CA,2022-06-11 18:36:24,43.7501,-81.7165,70.12,60,50,9.22,scattered clouds
449,Almeria,ES,2022-06-11 18:36:41,37.1667,-2.3333,79.43,33,0,6.64,clear sky
450,Itoman,JP,2022-06-11 18:36:42,26.1247,127.6694,77.02,92,100,8.05,overcast clouds
451,Kimbe,PG,2022-06-11 18:36:43,-5.5502,150.1429,74.26,92,5,3.62,clear sky
452,Jasper,US,2022-06-11 18:36:43,37.2001,-94.3502,90.88,64,0,6.91,clear sky
453,Fort Nelson,CA,2022-06-11 18:36:18,58.8053,-122.7002,63.99,59,75,0.0,broken clouds
454,Risor,NO,2022-06-11 18:36:45,58.7206,9.2342,59.77,71,0,20.87,clear sky
455,Batagay-Alyta,RU,2022-06-11 18:36:45,67.8006,130.4114,53.29,51,99,1.77,overcast clouds
456,Hvide Sande,DK,2022-06-11 18:36:46,56.0045,8.1294,58.08,89,60,15.77,broken clouds
457,Marienburg,PL,2022-06-11 18:36:46,54.0359,19.0266,68.85,79,62,4.59,broken clouds
458,Ilhabela,BR,2022-06-11 18:37:47,-23.7781,-45.3581,63.84,85,100,5.35,overcast clouds
459,Souris,CA,2022-06-11 18:37:48,49.6172,-100.2612,74.73,57,76,2.51,broken clouds
460,Chimbote,PE,2022-06-11 18:37:48,-9.0853,-78.5783,68.43,74,19,12.28,few clouds
461,Aswan,EG,2022-06-11 18:37:49,24.0934,32.907,101.5,11,0,3.44,clear sky
462,Morro Bay,US,2022-06-11 18:37:49,35.3658,-120.8499,97.93,44,21,5.01,few clouds
463,Ewa Beach,US,2022-06-11 18:35:47,21.3156,-158.0072,80.6,63,0,13.8,light rain
464,Portland,US,2022-06-11 18:37:01,45.5234,-122.6762,67.08,86,75,1.01,broken clouds
465,Mareeba,AU,2022-06-11 18:37:51,-17.0,145.4333,59.72,95,87,2.62,overcast clouds
466,Ilebo,CD,2022-06-11 18:37:51,-4.3167,20.5833,76.03,48,0,0.85,clear sky
467,Areosa,PT,2022-06-11 18:37:52,41.7178,-8.8571,71.82,75,0,16.26,light rain
468,Pemangkat,ID,2022-06-11 18:37:52,1.1667,108.9667,77.97,83,100,2.57,overcast clouds
469,Zhob,PK,2022-06-11 18:37:53,31.3411,69.4481,81.03,27,0,1.28,clear sky
470,Yumen,CN,2022-06-11 18:35:01,40.2833,97.2,63.19,11,0,5.46,clear sky
471,Lewisporte,CA,2022-06-11 18:37:54,49.2499,-55.0482,73.11,52,100,14.79,overcast clouds
472,Pedasi,PA,2022-06-11 18:37:54,7.5333,-80.0333,78.06,75,100,2.95,overcast clouds
473,Barcelos,PT,2022-06-11 18:37:55,41.5388,-8.6151,89.92,66,0,5.7,clear sky
474,Half Moon Bay,US,2022-06-11 18:37:56,37.4636,-122.4286,94.87,63,0,17.27,clear sky
475,Caucaia,BR,2022-06-11 18:37:56,-3.7361,-38.6531,85.95,70,20,12.66,few clouds
476,Tiksi,RU,2022-06-11 18:37:57,71.6872,128.8694,37.87,76,94,7.18,overcast clouds
477,Benjamin Constant,BR,2022-06-11 18:37:57,-4.3831,-70.0311,77.13,73,75,3.44,broken clouds
478,Qasigiannguit,GL,2022-06-11 18:37:58,68.8193,-51.1922,37.65,82,82,7.11,broken clouds
479,Vanavara,RU,2022-06-11 18:37:14,60.34,102.2797,46.81,72,59,4.76,broken clouds
480,Passo De Camaragibe,BR,2022-06-11 18:37:59,-9.2368,-35.4901,76.55,91,19,3.94,few clouds
481,Carnot,CF,2022-06-11 18:37:59,4.9409,15.8665,74.52,74,23,1.45,light rain
482,Ostrovnoy,RU,2022-06-11 18:38:00,68.0531,39.5131,55.96,60,17,9.06,few clouds
483,Te Anau,NZ,2022-06-11 18:38:01,-45.4167,167.7167,39.06,97,100,5.93,light rain
484,Jhusi,IN,2022-06-11 18:38:02,25.4333,81.9333,98.1,15,0,3.13,clear sky
485,La Palma,US,2022-06-11 18:38:02,33.8464,-118.0467,97.95,63,0,5.75,haze
486,Biryusinsk,RU,2022-06-11 18:38:03,55.9634,97.8235,54.91,69,40,4.85,scattered clouds
487,Chegutu,ZW,2022-06-11 18:38:03,-18.1302,30.1407,53.26,81,0,9.44,clear sky
488,Gasa,PS,2022-06-11 18:34:14,31.5,34.4667,82.89,38,0,9.4,clear sky
489,Mpika,ZM,2022-06-11 18:38:04,-11.8343,31.4529,52.25,76,3,3.62,clear sky
490,Biak,ID,2022-06-11 18:38:06,-0.9131,122.8766,76.3,84,100,0.27,overcast clouds
491,La Pintada,CO,2022-06-11 18:38:07,5.7487,-75.6063,88.34,60,88,1.14,overcast clouds
492,San Policarpo,PH,2022-06-11 18:38:07,12.1791,125.5072,79.16,80,29,5.75,scattered clouds
493,Talnakh,RU,2022-06-11 18:38:08,69.4865,88.3972,54.21,51,98,7.52,overcast clouds
494,Whitecourt,CA,2022-06-11 18:38:09,54.1502,-115.6855,65.44,45,75,16.11,broken clouds
495,Savelugu,GH,2022-06-11 18:38:09,9.6244,-0.8253,85.78,55,78,5.59,light rain
496,Oksfjord,NO,2022-06-11 18:38:10,70.2396,22.3479,54.0,90,100,1.21,overcast clouds
497,Yulara,AU,2022-06-11 18:38:11,-25.2406,130.9889,44.67,60,6,6.76,clear sky
498,Road Town,VG,2022-06-11 18:37:12,18.4167,-64.6167,87.89,70,20,16.11,few clouds
499,Nelson Bay,AU,2022-06-11 18:38:11,-32.7167,152.15,51.1,61,0,3.0,clear sky
500,Qeshm,IR,2022-06-11 18:38:12,26.9581,56.2719,89.47,71,0,5.93,clear sky
501,Moranbah,AU,2022-06-11 18:38:13,-22.0016,148.0466,47.14,68,80,7.38,broken clouds
502,San Vicente De Canete,PE,2022-06-11 18:38:13,-13.0751,-76.3835,67.37,73,38,8.16,scattered clouds
503,Koutsouras,GR,2022-06-11 18:38:14,35.0339,25.9469,75.11,63,15,5.35,few clouds
504,Hamilton,US,2022-06-11 18:34:02,39.1834,-84.5333,78.26,67,40,8.05,scattered clouds
505,Erenhot,CN,2022-06-11 18:39:15,43.6475,111.9767,56.68,58,96,18.03,overcast clouds
506,Halifax,CA,2022-06-11 18:36:33,44.6453,-63.5724,75.52,60,100,5.01,overcast clouds
507,Petropavlovsk-Kamchatskiy,RU,2022-06-11 18:39:16,53.0452,158.6483,39.79,100,100,4.47,fog
508,Ossora,RU,2022-06-11 18:39:16,59.2353,163.0719,45.16,74,100,3.98,overcast clouds
509,Saint Anthony,US,2022-06-11 18:39:17,45.0205,-93.218,78.42,57,75,6.91,broken clouds
510,Egersund,NO,2022-06-11 18:39:18,58.4513,5.9997,58.08,93,44,13.42,scattered clouds
511,La Rioja,ES,2022-06-11 18:39:21,42.25,-2.5,71.38,82,100,4.14,overcast clouds
512,Mahibadhoo,MV,2022-06-11 18:39:22,3.7833,72.9667,82.92,75,100,10.71,overcast clouds
513,Bonthe,SL,2022-06-11 18:39:22,7.5264,-12.505,80.26,79,100,8.55,overcast clouds
514,Chara,RU,2022-06-11 18:39:23,56.9064,118.2631,54.72,90,100,3.09,light rain
515,Ambilobe,MG,2022-06-11 18:39:24,-13.2,49.05,69.6,81,45,4.7,scattered clouds
516,San Jose,US,2022-06-11 18:37:04,37.3394,-121.895,94.48,30,20,8.99,few clouds
517,Swan Hill,AU,2022-06-11 18:39:25,-35.3378,143.5544,51.1,62,100,14.12,overcast clouds
518,Tutoia,BR,2022-06-11 18:37:32,-2.7619,-42.2744,80.47,83,100,9.73,overcast clouds
519,Mayo,US,2022-06-11 18:39:26,38.8876,-76.5119,72.66,83,100,4.61,overcast clouds
520,Margate,GB,2022-06-11 18:39:27,51.3813,1.3862,66.69,62,36,5.01,scattered clouds
521,Port Hedland,AU,2022-06-11 18:39:27,-20.3167,118.5667,68.05,88,100,4.61,overcast clouds
522,Karasuk,RU,2022-06-11 18:39:28,53.7377,78.0403,62.46,60,0,8.08,clear sky
523,Likasi,CD,2022-06-11 18:39:28,-10.9814,26.7333,57.29,68,5,3.69,clear sky
524,Belyy Yar,RU,2022-06-11 18:39:29,53.6039,91.3903,60.69,65,0,0.0,clear sky
525,Nisia Floresta,BR,2022-06-11 18:39:22,-6.0911,-35.2086,86.81,81,68,6.33,broken clouds
526,Leningradskiy,RU,2022-06-11 18:39:30,69.3833,178.4167,34.81,71,87,10.13,overcast clouds
527,Paidha,UG,2022-06-11 18:39:30,2.4167,30.9855,62.69,82,100,5.66,overcast clouds
528,Andreapol,RU,2022-06-11 18:39:31,56.6513,32.2664,59.11,92,17,4.16,few clouds
529,Quatis,BR,2022-06-11 18:39:32,-22.4072,-44.2581,63.75,94,100,1.52,overcast clouds
530,Jardim,BR,2022-06-11 18:36:36,-21.4803,-56.1381,65.26,34,100,7.31,overcast clouds
531,Broken Hill,AU,2022-06-11 18:39:32,-31.95,141.4333,42.84,89,0,7.76,clear sky
532,Khrebtovaya,RU,2022-06-11 18:39:33,56.7032,104.2494,54.48,50,93,1.95,overcast clouds
533,Denizli,TR,2022-06-11 18:39:34,37.8402,29.0698,70.3,71,2,6.51,clear sky
534,Celestun,MX,2022-06-11 18:39:34,20.8667,-90.4,87.69,58,0,9.22,clear sky
535,Havre-Saint-Pierre,CA,2022-06-11 18:39:35,50.2334,-63.5986,57.56,77,75,28.77,broken clouds
536,Sumoto,JP,2022-06-11 18:39:35,34.35,134.9,69.84,91,100,9.01,light rain
537,Santa Maria Del Oro,MX,2022-06-11 18:39:36,25.9333,-105.3667,92.08,16,5,10.71,clear sky
538,Inhambane,MZ,2022-06-11 18:39:36,-23.865,35.3833,71.58,83,40,3.44,scattered clouds
539,Gorontalo,ID,2022-06-11 18:39:37,0.5412,123.0595,73.81,95,38,2.77,scattered clouds
540,Bowen,AU,2022-06-11 18:34:54,-20.0167,148.2333,55.06,68,100,7.02,overcast clouds
541,Okhotsk,RU,2022-06-11 18:39:38,59.3833,143.3,41.29,93,100,1.28,overcast clouds
542,Fuerte Olimpo,PY,2022-06-11 18:39:39,-21.0415,-57.8738,69.12,22,100,8.5,overcast clouds
543,Leczna,PL,2022-06-11 18:37:47,51.3012,22.8814,70.11,60,0,4.61,clear sky
544,Formosa,AR,2022-06-11 18:39:40,-26.1775,-58.1781,57.69,39,0,5.84,clear sky
545,Nuuk,GL,2022-06-11 18:39:40,64.1835,-51.7216,52.41,62,75,9.22,broken clouds
546,Banjar,ID,2022-06-11 18:39:41,-8.19,114.9675,76.91,89,100,3.38,overcast clouds
547,Vestmannaeyjar,IS,2022-06-11 18:39:42,63.4427,-20.2734,51.37,80,100,23.0,overcast clouds
548,Talas,TR,2022-06-11 18:39:42,38.6908,35.5538,72.27,43,40,1.14,scattered clouds
549,Jinzhou,CN,2022-06-11 18:39:43,41.1078,121.1417,64.45,83,100,6.15,moderate rain
550,Honjo,JP,2022-06-11 18:40:43,36.2333,139.1833,64.67,94,100,2.51,light rain
551,Pitimbu,BR,2022-06-11 18:40:44,-7.4706,-34.8086,73.99,77,20,6.35,few clouds
552,Puerto Baquerizo Moreno,EC,2022-06-11 18:40:44,-0.9,-89.6,74.39,83,100,9.22,light rain
553,Shache,CN,2022-06-11 18:40:45,38.4167,77.2406,79.47,18,65,5.1,broken clouds
554,San Felipe,VE,2022-06-11 18:40:46,10.3399,-68.7425,84.52,71,97,3.56,overcast clouds
555,Kraskino,RU,2022-06-11 18:40:46,42.7114,130.7794,52.39,95,65,1.68,broken clouds
556,Nohar,IN,2022-06-11 18:40:47,29.1833,74.7667,94.42,16,0,9.48,clear sky
557,Sao Sebastiao,BR,2022-06-11 18:39:40,-23.76,-45.4097,63.32,89,100,4.47,overcast clouds
558,California City,US,2022-06-11 18:40:48,35.1258,-117.9859,101.86,14,0,14.97,clear sky
559,Thessalon,CA,2022-06-11 18:40:48,46.2501,-83.5666,68.29,67,100,2.04,overcast clouds
560,Sanchez,DO,2022-06-11 18:40:49,19.2281,-69.6137,91.42,70,40,11.5,scattered clouds
561,Quixada,BR,2022-06-11 18:40:49,-4.9714,-39.0153,82.92,60,70,4.18,broken clouds
562,Orito,CO,2022-06-11 18:40:50,0.6766,-76.8771,71.4,96,100,1.25,overcast clouds
563,Alta Floresta,BR,2022-06-11 18:40:51,-9.8756,-56.0861,82.22,61,40,6.91,scattered clouds
564,Port Pirie,AU,2022-06-11 18:40:51,-33.1833,138.0167,47.44,89,17,5.3,few clouds
565,Warmbad,NA,2022-06-11 18:40:52,-28.45,18.7333,66.45,21,31,12.66,scattered clouds
566,Dukat,RU,2022-06-11 18:40:52,62.55,155.55,34.43,100,100,2.98,snow
567,Tyup,KG,2022-06-11 18:40:53,42.7276,78.3648,56.44,75,80,4.18,broken clouds
568,Broome,US,2022-06-11 18:40:54,42.2506,-75.833,71.46,58,75,6.91,broken clouds
569,Diapaga,BF,2022-06-11 18:40:55,12.0708,1.7889,88.34,46,51,1.63,light rain
570,Qandala,SO,2022-06-11 18:40:55,11.472,49.8728,91.9,51,100,2.28,overcast clouds
571,Kahului,US,2022-06-11 18:40:56,20.8947,-156.47,80.62,68,20,16.11,few clouds
572,Ipil,PH,2022-06-11 18:40:56,7.75,122.5167,74.5,88,14,2.1,few clouds
573,Altay,CN,2022-06-11 18:40:57,47.8667,88.1167,69.37,36,10,7.47,clear sky
574,Kargasok,RU,2022-06-11 18:40:58,59.0556,80.8572,58.32,94,100,6.46,light rain
575,Gushikawa,JP,2022-06-11 18:40:58,26.3544,127.8686,76.23,93,40,5.75,scattered clouds
576,Fairbanks,US,2022-06-11 18:40:28,64.8378,-147.7164,62.49,61,0,3.44,clear sky
577,Spas-Klepiki,RU,2022-06-11 18:40:59,55.1347,40.1767,61.79,72,98,3.71,overcast clouds
578,Willowmore,ZA,2022-06-11 18:41:00,-33.2926,23.4895,58.33,29,100,7.43,overcast clouds
579,Terney,RU,2022-06-11 18:41:01,45.0503,136.6092,46.63,92,24,2.59,few clouds
580,Bogo,PH,2022-06-11 18:41:01,11.0517,124.0055,78.12,83,78,1.54,broken clouds
581,Rusera,IN,2022-06-11 18:41:02,25.75,86.0333,87.8,66,0,11.52,clear sky
582,Kondinskoye,RU,2022-06-11 18:41:02,59.6481,67.41,55.54,93,100,4.16,overcast clouds
583,Korcula,HR,2022-06-11 18:41:03,42.9622,17.1369,75.63,67,10,8.99,clear sky
584,Ahipara,NZ,2022-06-11 18:41:03,-35.1667,173.1667,58.73,88,100,19.1,overcast clouds
585,Wattegama,LK,2022-06-11 18:41:04,6.7989,81.4808,75.78,86,100,5.68,overcast clouds
586,Chiang Khong,TH,2022-06-11 18:41:05,20.2613,100.4046,73.42,99,100,0.36,overcast clouds
587,Naze,JP,2022-06-11 18:41:05,28.3667,129.4833,72.52,88,100,9.17,overcast clouds
588,Cervo,ES,2022-06-11 18:41:06,43.6702,-7.4101,61.97,93,100,15.97,overcast clouds
589,Santa Vitoria Do Palmar,BR,2022-06-11 18:41:06,-33.5189,-53.3681,52.25,61,40,16.22,scattered clouds
590,Ambon,ID,2022-06-11 18:41:07,-3.6954,128.1814,77.14,100,40,2.3,light rain
591,Ahar,IR,2022-06-11 18:41:08,38.4774,47.0699,59.94,76,35,2.28,light rain
592,Aleksandrovka,UA,2022-06-11 18:41:08,46.8383,32.7612,71.11,70,87,6.31,light rain
593,Malindi,KE,2022-06-11 18:41:09,-3.2175,40.1191,77.16,83,75,23.02,broken clouds
594,Brigantine,US,2022-06-11 18:41:09,39.4101,-74.3646,73.6,56,100,10.36,overcast clouds
595,Seoul,KR,2022-06-11 18:41:10,37.5683,126.9778,65.8,72,0,4.61,clear sky
596,Abeche,TD,2022-06-11 18:41:10,13.8292,20.8324,85.51,48,100,16.64,overcast clouds
597,Shirokiy,RU,2022-06-11 18:41:11,49.758,129.523,55.04,80,6,3.02,clear sky
598,Camopi,GF,2022-06-11 18:42:12,3.1655,-52.3158,80.46,90,51,1.97,broken clouds
599,Tsaratanana,MG,2022-06-11 18:42:12,-16.7833,47.65,66.63,74,0,10.54,clear sky
600,Bay Roberts,CA,2022-06-11 18:42:13,47.5999,-53.2648,73.15,61,95,15.19,overcast clouds
601,Chapais,CA,2022-06-11 18:42:14,49.7834,-74.8492,62.38,47,100,4.72,overcast clouds
602,Tazovskiy,RU,2022-06-11 18:42:16,67.4667,78.7,58.55,64,100,11.43,overcast clouds
603,Riesa,DE,2022-06-11 18:42:16,51.3,13.3,74.64,65,100,3.29,overcast clouds
604,Vorobyevka,RU,2022-06-11 18:42:17,50.6451,40.9245,65.86,81,14,5.39,few clouds
605,Jerusalen,EC,2022-06-11 18:42:17,-2.6936,-78.9323,58.82,90,97,4.14,light rain
606,Kaohsiung,TW,2022-06-11 18:42:18,22.6163,120.3133,79.03,91,40,6.91,light rain
607,Wadi Maliz,TN,2022-06-11 18:42:18,36.4681,8.5495,78.46,47,0,4.92,clear sky
608,Yuli,NG,2022-06-11 18:42:19,9.6989,10.2744,82.87,61,24,5.21,few clouds
609,Nicoya,CR,2022-06-11 18:42:20,10.1483,-85.452,84.47,72,96,0.94,overcast clouds
610,Villanueva,HN,2022-06-11 18:42:21,15.3167,-88.0,91.04,66,75,9.22,broken clouds
611,Jian,CN,2022-06-11 18:42:21,27.1172,114.9793,70.56,95,100,2.26,overcast clouds
612,Korla,CN,2022-06-11 18:42:22,41.7597,86.1469,81.27,22,97,12.3,overcast clouds
613,Piotrkow Trybunalski,PL,2022-06-11 18:40:48,51.4055,19.7032,71.42,54,69,4.38,broken clouds
614,Imbituba,BR,2022-06-11 18:42:23,-28.24,-48.6703,60.1,64,0,4.0,clear sky
615,Esterhazy,CA,2022-06-11 18:42:24,50.65,-102.0843,74.25,46,100,6.31,overcast clouds
616,Ziway,ET,2022-06-11 18:42:24,7.9333,38.7167,70.54,57,98,10.02,light rain
617,Cacapava,BR,2022-06-11 18:42:25,-23.1008,-45.7069,70.05,72,100,4.74,overcast clouds
618,Javornik,CZ,2022-06-11 18:42:26,50.3908,17.0027,65.66,73,25,3.33,scattered clouds
619,Hope,US,2022-06-11 18:42:26,33.6671,-93.5916,84.25,62,41,4.25,scattered clouds
620,Galle,LK,2022-06-11 18:42:27,6.0367,80.217,79.95,85,100,11.32,light rain
621,Sidrolandia,BR,2022-06-11 18:42:27,-20.9319,-54.9614,64.08,40,100,9.84,overcast clouds
622,Diamantino,BR,2022-06-11 18:42:05,-14.4086,-56.4461,69.8,70,100,9.19,overcast clouds
623,Sao Miguel Do Araguaia,BR,2022-06-11 18:42:28,-13.275,-50.1628,91.18,26,91,1.32,overcast clouds
624,Te Horo,NZ,2022-06-11 18:42:29,-40.8084,175.1233,50.81,91,100,7.0,light rain
625,Kayseri,TR,2022-06-11 18:38:58,38.737,35.4968,73.42,43,40,1.14,scattered clouds
626,Druzhba,UA,2022-06-11 18:42:30,52.0428,33.9453,68.81,74,89,1.81,overcast clouds
627,Eureka,US,2022-06-11 18:42:30,40.8021,-124.1637,77.18,77,100,4.0,overcast clouds
628,Rincon,US,2022-06-11 18:38:18,32.296,-81.2354,90.91,64,75,10.36,thunderstorm
629,Karasjok,NO,2022-06-11 18:42:32,69.4719,25.5112,56.55,78,100,5.08,overcast clouds
630,Gambela,ET,2022-06-11 18:42:32,8.25,34.5833,75.42,73,50,2.77,scattered clouds
631,Vaasa,FI,2022-06-11 18:42:33,63.096,21.6158,64.29,67,75,12.66,broken clouds
632,Tura,IN,2022-06-11 18:42:33,25.5198,90.2201,73.92,98,88,8.37,light rain
633,Bandarbeyla,SO,2022-06-11 18:42:34,9.4942,50.8122,79.59,78,100,29.82,overcast clouds
634,Tucuman,AR,2022-06-11 18:42:35,-26.8241,-65.2226,64.4,48,65,4.61,broken clouds
635,Northam,GB,2022-06-11 18:42:35,51.0333,-4.2167,61.61,79,100,14.27,overcast clouds
636,Gravelbourg,CA,2022-06-11 18:42:18,49.8834,-106.5512,71.87,31,100,8.72,overcast clouds
637,Codajas,BR,2022-06-11 18:42:36,-3.8367,-62.0569,78.6,78,100,2.75,overcast clouds
638,Prince Rupert,CA,2022-06-11 18:37:59,54.3161,-130.3201,51.89,80,100,26.46,overcast clouds
639,Douala,CM,2022-06-11 18:42:37,4.0483,9.7043,76.75,88,53,3.76,broken clouds
640,Araouane,ML,2022-06-11 18:42:38,18.9048,-3.5265,99.12,7,1,5.44,clear sky
641,Tias,ES,2022-06-11 18:42:39,28.9611,-13.645,71.28,73,40,19.57,scattered clouds
642,Adrar,MR,2022-06-11 18:42:39,20.5022,-10.0711,101.62,8,88,2.66,overcast clouds
643,Santa Rosa Del Sur,CO,2022-06-11 18:42:40,7.9644,-74.0544,78.66,65,100,2.46,overcast clouds
644,Dryden,CA,2022-06-11 18:43:40,49.7833,-92.7503,64.69,45,0,10.36,clear sky
645,Dalianwan,CN,2022-06-11 18:43:41,39.0286,121.695,66.24,88,0,8.95,clear sky
646,Chippewa Falls,US,2022-06-11 18:43:41,44.9369,-91.3929,71.78,88,100,5.75,overcast clouds
647,Cordoba,AR,2022-06-11 18:39:26,-31.4135,-64.1811,68.85,32,0,10.36,clear sky
648,Saint-Francois,FR,2022-06-11 18:43:43,46.4154,3.9054,80.04,47,0,3.44,clear sky
649,Sao Felix Do Xingu,BR,2022-06-11 18:43:44,-6.6447,-51.995,87.44,51,95,2.68,overcast clouds
650,Saint Augustine,US,2022-06-11 18:38:53,29.8947,-81.3145,92.08,63,75,10.36,broken clouds
651,Srednekolymsk,RU,2022-06-11 18:43:45,67.45,153.6833,52.5,58,7,1.52,clear sky
652,Caravelas,BR,2022-06-11 18:43:45,-17.7125,-39.2481,75.83,79,67,8.08,broken clouds
653,Bani,DO,2022-06-11 18:43:46,18.2833,-70.3333,90.84,53,98,16.15,overcast clouds
654,Sobolevo,RU,2022-06-11 18:43:50,54.4299,31.8996,62.24,93,16,5.35,few clouds
655,Palafrugell,ES,2022-06-11 18:43:50,41.9174,3.1631,81.34,52,2,1.99,clear sky
656,Nizhniy Ingash,RU,2022-06-11 18:43:51,56.2,96.53,55.65,69,9,4.94,clear sky
657,Perth,AU,2022-06-11 18:43:00,-31.9333,115.8333,62.78,97,75,6.91,broken clouds
658,Oxford,GB,2022-06-11 18:40:13,51.7522,-1.256,67.86,50,20,18.41,few clouds
659,Mehamn,NO,2022-06-11 18:43:53,71.0357,27.8492,44.51,81,100,11.74,overcast clouds
660,Houma,US,2022-06-11 18:43:53,29.5958,-90.7195,91.99,71,75,17.27,broken clouds
661,Mayya,RU,2022-06-11 18:39:46,61.7333,130.2811,52.92,83,100,4.9,overcast clouds
662,Shimsk,RU,2022-06-11 18:43:54,58.212,30.7127,60.62,76,9,2.26,clear sky
663,San Andres,CO,2022-06-11 18:43:55,12.5847,-81.7006,75.22,100,100,10.36,moderate rain
664,Sandpoint,US,2022-06-11 18:43:55,48.2766,-116.5533,67.42,77,75,9.22,broken clouds
665,Monrovia,LR,2022-06-11 18:43:56,6.3005,-10.7969,78.1,85,100,8.7,light rain
666,Brae,GB,2022-06-11 18:43:56,60.3964,-1.353,53.15,91,100,29.75,overcast clouds
667,Luau,AO,2022-06-11 18:43:57,-10.7073,22.2247,61.95,47,68,3.47,broken clouds
668,Vozhega,RU,2022-06-11 18:43:58,60.4725,40.2213,49.39,71,0,3.71,clear sky
669,Sangar,RU,2022-06-11 18:43:58,63.9242,127.4739,51.46,84,100,1.28,overcast clouds
670,Linxia,CN,2022-06-11 18:43:59,35.6003,103.2064,51.85,67,9,4.0,clear sky
671,Salinas,US,2022-06-11 18:43:59,36.6777,-121.6555,93.0,51,0,11.5,clear sky
672,Kailua,US,2022-06-11 18:44:00,21.4022,-157.7394,81.48,69,40,9.22,scattered clouds
